Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-01-04,2016,1,4,Monday,01,2016-01,200.49,201.03,198.59,201.02,222353500,175.91,0.0,175.91,175.91
2016-01-05,2016,1,5,Tuesday,01,2016-01,201.4,201.9,200.05,201.36,110845800,176.21,0.0016914682169653084,176.06,176.06
2016-01-06,2016,1,6,Wednesday,01,2016-01,198.34,200.06,197.6,198.82,152112600,173.98,-0.012614277898424509,175.36666666666667,175.36666666666667
2016-01-07,2016,1,7,Thursday,01,2016-01,195.33,197.44,193.59,194.05,213436100,169.81,-0.02399161150005391,173.9775,173.9775
2016-01-08,2016,1,8,Friday,01,2016-01,195.19,195.85,191.58,191.92,209817200,167.95,-0.010976915759748795,172.772,172.772
2016-01-11,2016,1,11,Monday,02,2016-02,193.01,193.41,189.82,192.11,187941300,168.11,0.0009905003007752988,171.995,171.995
2016-01-12,2016,1,12,Tuesday,02,2016-02,193.82,194.55,191.14,193.66,172330500,169.47,0.008068283609081961,171.6342857142857,171.6342857142857
2016-01-13,2016,1,13,Wednesday,02,2016-02,194.45,194.86,188.38,188.83,221168900,165.24,-0.024940680347545263,170.835,170.835
2016-01-14,2016,1,14,Thursday,02,2016-02,189.55,193.26,187.66,191.93,240795600,167.96,0.016416585552248675,170.51555555555558,170.51555555555558
2016-01-15,2016,1,15,Friday,02,2016-02,186.77,188.76,185.52,187.81,324846400,164.35,-0.02146598742233896,169.899,169.899
2016-01-19,2016,1,19,Tuesday,03,2016-03,189.96,190.11,186.2,188.06,195244400,164.57,0.0013314634724912455,169.41454545454545,169.41454545454545
2016-01-20,2016,1,20,Wednesday,03,2016-03,185.03,187.5,181.02,185.65,286547800,162.46,-0.012815437011993058,168.835,168.835
2016-01-21,2016,1,21,Thursday,03,2016-03,186.21,188.87,184.64,186.69,195772900,163.37,0.005601964651193558,168.4146153846154,168.4146153846154
2016-01-22,2016,1,22,Friday,03,2016-03,189.78,190.76,188.88,190.52,168319600,166.72,0.020515245563423656,168.29357142857143,168.29357142857143
2016-01-25,2016,1,25,Monday,04,2016-04,189.92,190.15,187.41,187.64,130371700,164.2,-0.015116592374782578,167.45714285714286,168.02066666666667
2016-01-26,2016,1,26,Tuesday,04,2016-04,188.42,190.53,188.02,190.2,141036800,166.44,0.013643209841666781,166.7592857142857,167.921875
2016-01-27,2016,1,27,Wednesday,04,2016-04,189.58,191.56,187.06,188.13,185681700,164.63,-0.010883376482409113,166.0914285714286,167.72823529411767
2016-01-28,2016,1,28,Thursday,04,2016-04,189.96,190.2,187.16,189.11,143798800,165.49,0.005209188258078257,165.78285714285715,167.6038888888889
2016-01-29,2016,1,29,Friday,04,2016-04,190.02,193.88,189.88,193.72,210529300,169.52,0.024377413924861147,165.89499999999998,167.70473684210526
2016-02-01,2016,2,1,Monday,05,2016-05,192.53,194.58,191.84,193.65,136061600,169.46,-0.0003613029264006862,165.99142857142857,167.7925
2016-02-02,2016,2,2,Tuesday,05,2016-05,191.96,191.97,189.54,190.16,182564900,166.41,-0.018022241937686978,165.77285714285716,167.7266666666667
2016-02-03,2016,2,3,Wednesday,05,2016-05,191.41,191.78,187.1,191.3,205054900,167.4,0.005994704017907804,165.92714285714285,167.7118181818182
2016-02-04,2016,2,4,Thursday,05,2016-05,190.71,192.75,189.96,191.6,139531800,167.67,0.001568680782302323,165.90642857142856,167.71
2016-02-05,2016,2,5,Friday,05,2016-05,190.99,191.67,187.2,187.95,180788300,164.47,-0.019049960084497775,165.91500000000002,167.57500000000002
2016-02-08,2016,2,8,Monday,06,2016-06,185.77,186.12,182.8,185.42,191526700,162.26,-0.01346122285167295,165.75,167.3624
2016-02-09,2016,2,9,Tuesday,06,2016-06,183.36,186.94,183.2,185.43,184513100,162.27,5.388483315926784e-05,165.73642857142858,167.16653846153847
2016-02-10,2016,2,10,Wednesday,06,2016-06,186.41,188.34,185.12,185.27,148214100,162.13,-0.0008626750845349695,165.64785714285716,166.98
2016-02-11,2016,2,11,Thursday,06,2016-06,182.34,184.1,181.09,182.86,219058900,160.02,-0.013008145078642785,165.1692857142857,166.73142857142855
2016-02-12,2016,2,12,Friday,06,2016-06,184.96,186.65,183.96,186.63,127632400,163.32,0.020616622047825883,165.10642857142858,166.61379310344827
2016-02-16,2016,2,16,Tuesday,07,2016-07,188.77,189.81,187.63,189.78,120250700,166.07,0.016878533587351363,165.07999999999998,166.59566666666666
2016-02-17,2016,2,17,Wednesday,07,2016-07,191.16,193.32,191.01,192.88,136009500,168.79,0.016334775380185462,165.37714285714284,166.66645161290322
2016-02-18,2016,2,18,Thursday,07,2016-07,193.2,193.27,191.72,192.09,102343000,168.1,-0.004095873841263753,165.56357142857146,166.71125
2016-02-19,2016,2,19,Friday,07,2016-07,191.17,192.18,190.45,192.0,114793000,168.02,-0.00046857782635623124,165.4564285714286,166.7509090909091
2016-02-22,2016,2,22,Monday,08,2016-08,193.87,194.95,193.79,194.78,103640300,170.45,0.014478867831346554,165.52714285714288,166.85970588235293
2016-02-23,2016,2,23,Tuesday,08,2016-08,194.0,194.32,192.18,192.32,111455300,168.3,-0.012629424792624966,165.66214285714287,166.90085714285715
2016-02-24,2016,2,24,Wednesday,08,2016-08,190.63,193.53,189.32,193.2,150812200,169.07,0.004575727897778048,165.78142857142856,166.9611111111111
2016-02-25,2016,2,25,Thursday,08,2016-08,193.73,195.55,192.83,195.54,110728300,171.11,0.012111494886718921,166.02714285714288,167.07324324324324
2016-02-26,2016,2,26,Friday,08,2016-08,196.57,196.68,194.9,195.09,129833700,170.72,-0.0023010183994973676,166.4735714285714,167.1692105263158
2016-02-29,2016,2,29,Monday,09,2016-09,195.11,196.23,193.33,193.56,125918100,169.38,-0.007842793059680497,166.98214285714286,167.22589743589745
2016-03-01,2016,3,1,Tuesday,09,2016-09,195.01,198.21,194.45,198.11,141799700,173.36,0.023507080194580254,167.77428571428572,167.37925
2016-03-02,2016,3,2,Wednesday,09,2016-09,197.74,199.06,197.25,199.0,102415000,174.14,0.004492606470451799,168.63214285714284,167.54414634146343
2016-03-03,2016,3,3,Thursday,09,2016-09,198.79,199.8,198.11,199.78,95172200,174.82,0.0039195278831754,169.68928571428572,167.71738095238095
2016-03-04,2016,3,4,Friday,09,2016-09,200.01,201.35,199.03,200.43,129293600,175.39,0.0032532882221871784,170.55142857142854,167.89581395348839
2016-03-07,2016,3,7,Monday,10,2016-10,199.34,201.07,199.25,200.59,100219000,175.53,0.0007987225311352208,171.22714285714287,168.06931818181818
2016-03-08,2016,3,8,Tuesday,10,2016-10,199.32,199.92,198.21,198.4,123974900,173.62,-0.010918144687322884,171.57214285714286,168.19266666666667
2016-03-09,2016,3,9,Wednesday,10,2016-10,199.36,199.79,198.43,199.38,94801200,174.47,0.004939627459069396,172.02714285714282,168.32913043478263
2016-03-10,2016,3,10,Thursday,10,2016-10,199.96,201.07,197.38,199.54,156838700,174.61,0.0008025788870240635,172.49785714285713,168.4627659574468
2016-03-11,2016,3,11,Friday,10,2016-10,201.26,202.81,199.52,202.76,137964500,177.43,0.01613692653697929,172.99642857142857,168.64958333333334
2016-03-14,2016,3,14,Monday,11,2016-11,202.16,203.04,201.77,202.5,73612000,177.21,-0.001282224269538501,173.63285714285712,168.8242857142857
2016-03-15,2016,3,15,Tuesday,11,2016-11,201.36,202.53,201.05,202.17,93169100,176.92,-0.001629508045114747,174.19357142857143,168.9862
2016-03-16,2016,3,16,Wednesday,11,2016-11,201.6,203.82,201.55,203.34,129303200,177.94,0.005787278113730254,174.68142857142857,169.0268
2016-03-17,2016,3,17,Thursday,11,2016-11,203.24,205.23,202.77,204.63,134278500,179.07,0.006343868201483804,175.27785714285716,169.08399999999997
2016-03-18,2016,3,18,Friday,11,2016-11,204.17,204.78,203.8,204.38,138372400,179.77,0.003929964153136956,176.02,169.19979999999998
2016-03-21,2016,3,21,Monday,12,2016-12,204.07,204.94,203.8,204.67,72926700,180.03,0.0014186532962088272,176.49642857142857,169.40420000000003
2016-03-22,2016,3,22,Tuesday,12,2016-12,203.76,205.23,203.57,204.56,97471900,179.93,-0.0005373650972045896,176.91000000000003,169.64379999999997
2016-03-23,2016,3,23,Wednesday,12,2016-12,204.11,204.33,203.01,203.21,81052500,178.74,-0.006599491009559921,177.19,169.85640000000004
2016-03-24,2016,3,24,Thursday,12,2016-12,202.0,203.16,201.74,203.12,84360900,178.66,-0.00044296858440162623,177.42357142857142,170.0402
2016-03-28,2016,3,28,Monday,13,2016-13,203.61,203.86,202.71,203.24,62408200,178.77,0.0005908295869145874,177.655,170.31079999999997
2016-03-29,2016,3,29,Tuesday,13,2016-13,202.76,205.25,202.4,205.12,92922900,180.42,0.009250181676524694,178.14071428571427,170.56
2016-03-30,2016,3,30,Wednesday,13,2016-13,206.3,206.87,205.59,206.02,86365300,181.22,0.004387930839092391,178.62285714285716,170.8974
